task_family,method,n,success_mean,success_ci95,final_error_mean,tracking_error_mean,saturations_mean,effort_mean,margin_mean,branch_switches_mean,regret_error_mean
corner_approach,adaptive_scmp,560,0.7589285714285714,0.03542708180192097,0.17636169630518342,0.07310894013636049,0.0,28.76627952412862,0.35682543753740054,0.9357142857142857,0.0672823717024016
corner_approach,guarded_scmp,560,0.7642857142857142,0.035154658297301085,0.1689494108806779,0.0695729960976398,0.0,28.155595908088852,0.3671173788560945,0.9160714285714285,0.06863092950626096
corner_approach,mean_gain,560,0.7535714285714286,0.035691910848258034,0.1726969932019456,0.12782945365972992,0.0,29.955658134481407,0.32045683180895196,1.1607142857142858,0.06978470447656297
corner_approach,nominal_branch,560,0.39107142857142857,0.040417856511695424,0.2663859954213321,0.14936136238895736,0.0,25.52111220170238,0.40561918529379537,1.4982142857142857,0.12443299648287512
corner_approach,nominal_fixed,560,0.5928571428571429,0.04069213683256263,0.24163445659387794,0.12363220307721792,0.0,23.829744304239323,0.4280862981003113,0.0,0.11803589540532317
corner_approach,oracle_one_step,560,0.7267857142857143,0.03690769736789333,0.19230190427454416,0.07987357175760497,0.0,29.99028963109038,0.33630491944558927,10.882142857142858,0.0
corner_approach,random_branch,560,0.49642857142857144,0.04141150202540352,0.2574631770922173,0.13684562972476724,0.0,26.038182868294435,0.40187402812437917,27.258928571428573,0.13703048222868536
corner_approach,robust_scmp,560,0.7410714285714286,0.03628123654177183,0.20177353588284974,0.10834029160958142,0.0,27.597547964840274,0.34256551793451556,1.0964285714285715,0.08365584591413902
corner_approach,scmp_estimated,560,0.7607142857142857,0.035337126368735754,0.1715955734626291,0.07242126157712793,0.0,28.597567643264085,0.3585440510459284,0.9071428571428571,0.06589427191864419
corner_approach,scmp_true,560,0.7642857142857142,0.035154658297301085,0.171815820485791,0.0719607502854881,0.0,28.646557634989964,0.35880102733700725,0.9107142857142857,0.06963354046090484
corner_approach,signed_fixed,560,0.7714285714285715,0.03477930419085465,0.17562083685815238,0.07134677329098765,0.0,29.961369826814327,0.3676991632459546,0.0,0.06950472623796579
corner_approach,symmetric_derating,560,0.5625,0.041087749086558635,0.29636033318999905,0.1281406199581957,0.0,29.88631261391751,0.3537851205199634,0.8910714285714286,0.13232477318929473
high_branch_contrast,adaptive_scmp,560,0.9571428571428572,0.016774981371077576,0.05209660985860022,0.026777611910064354,0.0,13.706158013444568,0.46964521925967984,0.41964285714285715,0.01030071506490173
high_branch_contrast,guarded_scmp,560,0.95,0.018051315741518685,0.05276835213723563,0.026007302894236996,0.0,14.205305478782813,0.4588351188940622,0.425,0.011070014039806059
high_branch_contrast,mean_gain,560,0.9428571428571428,0.019224983745116667,0.05248913888490028,0.09173930273131774,0.0,15.524691419623254,0.4129695498445286,0.5446428571428571,0.010209487295892938
high_branch_contrast,nominal_branch,560,0.8053571428571429,0.032792577285111334,0.066438705316767,0.10092093279688401,0.0,15.942092482328537,0.5013853558969488,0.7732142857142857,0.023283108745679806
high_branch_contrast,nominal_fixed,560,0.8303571428571429,0.031085818712075126,0.0674006017078606,0.09025801289593043,0.0,16.00780511391273,0.5072594421090406,0.0,0.02404485401651821
high_branch_contrast,oracle_one_step,560,0.9535714285714286,0.017427349196019445,0.05368197124902729,0.021613972594652548,0.0,13.647502659794554,0.45170317698555834,6.066071428571429,0.0
high_branch_contrast,random_branch,560,0.8910714285714286,0.025804129998897456,0.057802182949439944,0.08839327646469969,0.0,14.74713799509117,0.5071768143597566,17.069642857142856,0.015656688533983817
high_branch_contrast,robust_scmp,560,0.9607142857142857,0.016090758217063603,0.04963536137573499,0.05187527073125139,0.0,12.826689786930986,0.4490279462342936,0.49107142857142855,0.007952325506232137
high_branch_contrast,scmp_estimated,560,0.9589285714285715,0.016437096002639876,0.05137577617613644,0.028567429866331095,0.0,14.015230251782642,0.45485127284474697,0.41964285714285715,0.010159668937993383
high_branch_contrast,scmp_true,560,0.95,0.018051315741518685,0.052134628839047244,0.030222275080953948,0.0,14.219191944156183,0.4573375736903602,0.4089285714285714,0.01014260692448111
high_branch_contrast,signed_fixed,560,0.9035714285714286,0.024448159439925125,0.0595936467540106,0.06342514764798285,0.0,23.063440178707285,0.384626304348376,0.0,0.017208528165768344
high_branch_contrast,symmetric_derating,560,0.7839285714285714,0.03408780023703495,0.07779147985948613,0.1135599988962278,0.0,19.710989218641902,0.4611370395824222,0.7410714285714286,0.03437623061654726
lateral_carry,adaptive_scmp,560,0.9642857142857143,0.015370426148939392,0.04984640913367841,0.012761100443321223,0.0,13.008163022694731,0.4554935377952626,0.3821428571428571,0.007939443935835186
lateral_carry,guarded_scmp,560,0.9625,0.015735409908864777,0.04905446167778121,0.014585565117784895,0.0,13.604002986134226,0.4503962925680675,0.4017857142857143,0.0077139263520387925
lateral_carry,mean_gain,560,0.9625,0.015735409908864777,0.04922687861264008,0.0971340699589976,0.0,15.262447382783005,0.35174147433276165,0.4303571428571429,0.0076892478902856505
lateral_carry,nominal_branch,560,0.7732142857142857,0.034683254244663946,0.07538207406521787,0.10217060029589205,0.0,19.566717029247723,0.428931737844751,0.7125,0.033556992796409
lateral_carry,nominal_fixed,560,0.8303571428571429,0.031085818712075126,0.06667065071115287,0.08462801476806707,0.0,19.254891057791596,0.4492134846684186,0.0,0.024333509078685308
lateral_carry,oracle_one_step,560,0.975,0.01293106724133782,0.04707503630706942,0.009845191040772486,0.0,13.03188947584053,0.4420218839041928,5.978571428571429,0.0
lateral_carry,random_branch,560,0.9321428571428572,0.020830566482935596,0.05478380389840356,0.08774367054019595,0.0,17.252121761075568,0.4548595879383846,17.73392857142857,0.013091151078953164
lateral_carry,robust_scmp,560,0.9732142857142857,0.013372663347291747,0.04816534998157414,0.045074966245769094,0.0,13.148580076865391,0.41376379796049567,0.48035714285714287,0.006716070894903928
lateral_carry,scmp_estimated,560,0.9571428571428572,0.016774981371077576,0.05148308664900429,0.014122866528139702,0.0,13.543932878896555,0.45665419786476996,0.44285714285714284,0.009954529469622482
lateral_carry,scmp_true,560,0.9696428571428571,0.014210141624910006,0.05022564961859746,0.013213449844926532,0.0,13.333047825563586,0.4552808117643552,0.42857142857142855,0.008914821877070205
lateral_carry,signed_fixed,560,0.8553571428571428,0.029132938832187875,0.0685779545192828,0.07258208757987258,0.0,28.88452643806015,0.3344531126818575,0.0,0.026284020520983095
lateral_carry,symmetric_derating,560,0.6946428571428571,0.0381458139905285,0.0981978152434907,0.13611747631210178,0.0,20.745795548382148,0.488542723592045,0.9464285714285714,0.05548015428592205
low_branch_contrast,adaptive_scmp,560,1.0,0.0,0.04222323057969594,0.0018574024476988677,0.0,3.6564399430001346,0.6212379148816248,0.16428571428571428,0.0008983399699274653
low_branch_contrast,guarded_scmp,560,1.0,0.0,0.042132211598983886,0.002175235775050397,0.0,3.6657288769249474,0.6274178312083082,0.18214285714285713,0.0008425729032632479
low_branch_contrast,mean_gain,560,1.0,0.0,0.04157664761202437,0.0691216513419092,0.0,4.452375126963604,0.5419034295814144,0.1982142857142857,0.0007739675798707724
low_branch_contrast,nominal_branch,560,0.9464285714285714,0.01864973190155827,0.04565996519554915,0.06551450012605863,0.0,7.886958356990435,0.614317620398629,0.5303571428571429,0.003924373367926489
low_branch_contrast,nominal_fixed,560,0.9678571428571429,0.014608644700998104,0.04451263228906658,0.04420297574905399,0.0,6.181788192759987,0.6436573901725995,0.0,0.002909571698959442
low_branch_contrast,oracle_one_step,560,1.0,0.0,0.042257356322994724,0.0031105645529439984,0.0,4.4877691074097665,0.5845186725974076,3.9589285714285714,0.0
low_branch_contrast,random_branch,560,0.9982142857142857,0.003496873603663701,0.04267114704148938,0.05744161325210769,0.0,5.759608821134424,0.6222132315647351,10.5625,0.001222481514711896
low_branch_contrast,robust_scmp,560,0.9982142857142857,0.003496873603663701,0.04188672383576656,0.027042423087044423,0.0,4.132803476410967,0.5888460878899809,0.22142857142857142,0.0009019143831893022
low_branch_contrast,scmp_estimated,560,1.0,0.0,0.042152109881986734,0.0025236432984139297,0.0,3.7407048818680053,0.622159847671033,0.18035714285714285,0.0008556825166503211
low_branch_contrast,scmp_true,560,1.0,0.0,0.04221031718603065,0.003415700237122385,0.0,3.9998185154925703,0.6167491744885468,0.19285714285714287,0.0009036213464222372
low_branch_contrast,signed_fixed,560,0.9946428571428572,0.006045918044432943,0.04246644354725369,0.022396294884871788,0.0,8.904462696446405,0.5413748678215318,0.0,0.0011724160813313827
low_branch_contrast,symmetric_derating,560,0.9642857142857143,0.015370426148939392,0.044362015064927394,0.0731619081522965,0.0,7.257713417874108,0.6241170055481141,0.5178571428571429,0.0030500201381411384
near_singular,adaptive_scmp,560,1.0,0.0,0.042100574196291,0.006963788571889854,0.0,5.638430922175915,0.5830083724059428,0.49464285714285716,0.0009166714064138287
near_singular,guarded_scmp,560,1.0,0.0,0.0422640723502507,0.004887669779428492,0.0,5.4594272879766566,0.584555397019753,0.5107142857142857,0.000969831034472436
near_singular,mean_gain,560,0.9982142857142857,0.003496873603663701,0.042366536519507725,0.07550169129185538,0.0,8.35876838130456,0.5020659975669852,0.6178571428571429,0.001460753347689735
near_singular,nominal_branch,560,0.9,0.024847535089018383,0.05048152524929164,0.07935613958397718,0.0,9.8832938027318,0.5988280989818962,0.5267857142857143,0.008810198922342543
near_singular,nominal_fixed,560,0.8410714285714286,0.03028164666922854,0.055530319765155614,0.1029196022122238,0.0,16.46248178144105,0.553558984308515,0.0,0.013858125334800958
near_singular,oracle_one_step,560,1.0,0.0,0.04213704133987793,0.0070628509534124756,0.0,6.383686039002127,0.5404433689289695,4.855357142857143,0.0
near_singular,random_branch,560,0.9821428571428571,0.010968705484240166,0.04333024927063125,0.0682447008567982,0.0,7.744781107869723,0.6125636430234199,13.080357142857142,0.001908504811430774
near_singular,robust_scmp,560,1.0,0.0,0.04179508212113673,0.03544146246120767,0.0,5.796643660981658,0.5495825275336664,0.5142857142857142,0.0008384484431397503
near_singular,scmp_estimated,560,1.0,0.0,0.04216074599024507,0.006033422547623372,0.0,5.489007924328049,0.5911046302863938,0.5142857142857142,0.0009318139399261194
near_singular,scmp_true,560,1.0,0.0,0.042193817850282415,0.00506602313827738,0.0,5.491899033996974,0.5917075020702102,0.48928571428571427,0.0009425158253105478
near_singular,signed_fixed,560,0.925,0.021815418859146386,0.053443166572405505,0.08435916737118891,0.0,23.908743870980437,0.3946125116310073,0.0,0.012105433378249108
near_singular,symmetric_derating,560,0.9,0.024847535089018383,0.05227836247235681,0.09514556467488594,0.0,16.300773715166848,0.5294300420921525,1.355357142857143,0.010913983735533707
reach_push,adaptive_scmp,560,0.9446428571428571,0.018940119455800698,0.0547986359438561,0.02586277000350499,0.0,14.17205043309719,0.4654046385067632,0.42857142857142855,0.013221491530656502
reach_push,guarded_scmp,560,0.9553571428571429,0.017104915229255,0.05132746756747937,0.027280173070308767,0.0,13.811921201980015,0.46807928766695944,0.40714285714285714,0.008405414182820634
reach_push,mean_gain,560,0.9375,0.020048768665431798,0.052864166933141325,0.09348632064388786,0.0,15.008367203293139,0.4138005897098765,0.5910714285714286,0.010647421656889188
reach_push,nominal_branch,560,0.8089285714285714,0.0325622960646205,0.06640427158565909,0.10301391768763186,0.0,16.081874397960274,0.4999761747461144,0.75,0.021809483837124097
reach_push,nominal_fixed,560,0.8232142857142857,0.03159672649183773,0.06731938451529722,0.08959631626266314,0.0,16.99467683164664,0.49948342115603434,0.0,0.023494841920068198
reach_push,oracle_one_step,560,0.9428571428571428,0.019224983745116667,0.052561106834854314,0.030531785586213906,0.0,14.919144739915243,0.4442022645066516,5.95,0.0
reach_push,random_branch,560,0.8910714285714286,0.025804129998897456,0.056652018670510645,0.09137044021886524,0.0,15.342722205096333,0.5045421332593102,17.260714285714286,0.013903222044942584
reach_push,robust_scmp,560,0.95,0.018051315741518685,0.04862127429800297,0.05749342498394999,0.0,13.746697683276548,0.43113801899825516,0.4517857142857143,0.007002656433151786
reach_push,scmp_estimated,560,0.95,0.018051315741518685,0.055551222443179504,0.02842620119792544,0.0,14.3223946975956,0.46864472189117845,0.425,0.013332824173924203
reach_push,scmp_true,560,0.9553571428571429,0.017104915229255,0.05392757439394864,0.02468968276328824,0.0,13.197543882961245,0.473049946104801,0.4,0.011444822451876353
reach_push,signed_fixed,560,0.8964285714285715,0.025237125430603222,0.060267660205521024,0.06190231752731184,0.0,23.41384853756957,0.3922931232072918,0.0,0.018436161817700716
reach_push,symmetric_derating,560,0.8071428571428572,0.03267797423341906,0.07720114800627335,0.10920705807343126,0.0,18.116487030783134,0.47439588081311806,0.6535714285714286,0.03211341242539061
