drift_mode,method,n,success_mean,success_ci95,final_error_mean,tracking_error_mean,saturations_mean,effort_mean,margin_mean,branch_switches_mean,regret_error_mean
none,adaptive_scmp,60,0.8833333333333333,0.08122994339345378,0.06465072757214621,0.06750362718186377,0.0,23.748762137740016,0.3303136815695423,0.5833333333333334,0.0
none,guarded_scmp,60,0.9,0.07591047358566537,0.05389087618510221,0.05951466915731454,0.0,20.37067305517134,0.37659167733328147,0.65,0.0
none,mean_gain,60,0.9,0.07591047358566537,0.05800444132852015,0.17273117752164335,0.0,23.066735960746758,0.2631357978514507,0.8666666666666667,0.0
none,robust_scmp,60,0.9333333333333333,0.06311799649451398,0.05250387151309991,0.08037566235347689,0.0,19.508440490843626,0.36088132116015426,0.6333333333333333,0.0
none,scmp_estimated,60,0.9166666666666666,0.06993515515051016,0.05623924894336398,0.06000852524128111,0.0,21.31597573843777,0.3716148883080747,0.85,0.0
none,scmp_true,60,0.8833333333333333,0.08122994339345378,0.056802286793848716,0.06998875123459583,0.0,22.317847984231694,0.3438551285755358,0.6,0.0
none,signed_fixed,60,0.7833333333333333,0.10424369596358404,0.06664075763852301,0.114158337254848,0.0,35.87221388004153,0.26898875549676443,0.0,0.0
none,symmetric_derating,60,0.6166666666666667,0.1230251705651839,0.09636035941879237,0.22832638562275875,0.0,32.1757299356984,0.39240309512249727,1.8,0.0
sign_flip,adaptive_scmp,60,0.95,0.05514768051937152,0.051566484917249356,0.05572120102612588,0.0,20.425191199752337,0.36555557512655873,0.6666666666666666,0.0
sign_flip,guarded_scmp,60,0.9,0.07591047358566537,0.052232926946815965,0.05411573927968229,0.0,19.906372130799536,0.37719307140241315,0.5666666666666667,0.0
sign_flip,mean_gain,60,0.8666666666666667,0.08601533024430608,0.05367127283341051,0.16197024332947793,0.0,23.763875594691264,0.2574025086269872,0.8333333333333334,0.0
sign_flip,robust_scmp,60,0.9166666666666666,0.06993515515051016,0.06459347791637632,0.07297393256329515,0.0,17.4264800394663,0.4048322869470001,0.5666666666666667,0.0
sign_flip,scmp_estimated,60,0.9166666666666666,0.06993515515051016,0.05250011719047284,0.054084838044697464,0.0,18.49296666615879,0.374506386238778,0.48333333333333334,0.0
sign_flip,scmp_true,60,0.8333333333333334,0.09430054396763886,0.07135302012896581,0.07243916221671162,0.0,23.9696296299565,0.3600474578821159,0.7,0.0
sign_flip,signed_fixed,60,0.85,0.0903515356814703,0.07002598638609507,0.11673216908406622,0.0,38.52443763584993,0.2535784356134201,0.0,0.0
sign_flip,symmetric_derating,60,0.48333333333333334,0.1264471489654135,0.1155649402658456,0.24138527639835014,0.0,39.562744131461685,0.3174127682715456,1.6,0.0
slow_loss,adaptive_scmp,60,0.9333333333333333,0.06311799649451398,0.053391338012830664,0.04543384846648545,2.033333333333333,15.794306756272453,0.44036062182143837,0.7166666666666667,0.0
slow_loss,guarded_scmp,60,0.9833333333333333,0.032393300633401484,0.0423673300513904,0.026466004013782407,0.3,9.87334887414946,0.49527820422321356,0.5666666666666667,0.0
slow_loss,mean_gain,60,0.9666666666666667,0.045421156760715384,0.046745060104850376,0.13405640527971238,0.5666666666666667,11.893187694532113,0.3747753671372008,0.6166666666666667,0.0
slow_loss,robust_scmp,60,0.9833333333333333,0.032393300633401484,0.043430253961986645,0.05649925301494149,0.08333333333333333,10.12559222784899,0.4680906095839406,0.6,0.0
slow_loss,scmp_estimated,60,0.9833333333333333,0.032393300633401484,0.044133893077529594,0.028333867206261926,0.6166666666666667,10.279230339544844,0.49481270181644915,0.3333333333333333,0.0
slow_loss,scmp_true,60,0.9333333333333333,0.06311799649451398,0.04836070297367387,0.02459822719270494,0.0,16.712488457214473,0.42228631331962513,0.43333333333333335,0.0
slow_loss,signed_fixed,60,0.9166666666666666,0.06993515515051016,0.05003878088425668,0.0719438057877964,2.15,18.36659561724393,0.4125200085943951,0.0,0.0
slow_loss,symmetric_derating,60,0.6166666666666667,0.1230251705651839,0.10977408217819355,0.20937671785498074,6.416666666666667,22.168253345289653,0.5129971320359605,2.05,0.0
sudden_fault,adaptive_scmp,60,0.9666666666666667,0.045421156760715384,0.04543386619645081,0.03862161040559702,2.0166666666666666,10.051838226232316,0.4892421275612359,0.5666666666666667,0.0
sudden_fault,guarded_scmp,60,0.9666666666666667,0.045421156760715384,0.04487859335775009,0.038004917275104654,2.2666666666666666,9.130150489583533,0.5254313547457479,0.5666666666666667,0.0
sudden_fault,mean_gain,60,0.95,0.05514768051937152,0.047674107245362474,0.13616855790400428,2.35,12.775116667671995,0.3656250065104007,0.8833333333333333,0.0
sudden_fault,robust_scmp,60,0.9333333333333333,0.06311799649451398,0.06332120647041517,0.06801195556543592,3.8,12.758952805082071,0.4695752807221719,0.7166666666666667,0.0
sudden_fault,scmp_estimated,60,0.9833333333333333,0.032393300633401484,0.043084123061310896,0.039336943190432384,3.2,10.971555252376218,0.4992673962299863,0.6333333333333333,0.0
sudden_fault,scmp_true,60,0.95,0.05514768051937152,0.05525153837257409,0.010355773316717881,0.0,12.802085296741813,0.45823488205668206,0.31666666666666665,0.0
sudden_fault,signed_fixed,60,0.9166666666666666,0.06993515515051016,0.05519854771916464,0.07744233901909393,8.416666666666666,18.58324609414481,0.40189029537423926,0.0,0.0
sudden_fault,symmetric_derating,60,0.7333333333333333,0.11189624824081625,0.09847612598759105,0.19417246714305045,9.933333333333334,15.574684932897954,0.6035271822634705,1.4333333333333333,0.0
thermal_recovery,adaptive_scmp,60,0.9666666666666667,0.045421156760715384,0.04652687230845703,0.05907090331991892,6.966666666666667,19.54208281200312,0.36869362970061226,0.5833333333333334,0.0
thermal_recovery,guarded_scmp,60,0.9166666666666666,0.06993515515051016,0.05599301266497079,0.0735559530316281,7.416666666666667,21.250581398969867,0.3761862688669366,0.6833333333333333,0.0
thermal_recovery,mean_gain,60,0.95,0.05514768051937152,0.054754810168223055,0.16542797427079214,7.25,21.47303614650174,0.273981642013813,0.9,0.0
thermal_recovery,robust_scmp,60,0.9666666666666667,0.045421156760715384,0.04699093528196241,0.07925528040801828,1.8666666666666667,16.993969989118373,0.3803217603055376,0.6333333333333333,0.0
thermal_recovery,scmp_estimated,60,0.8833333333333333,0.08122994339345378,0.05437483467962311,0.07999707229265614,8.033333333333333,22.46529168595756,0.36097309012314055,0.6833333333333333,0.0
thermal_recovery,scmp_true,60,0.95,0.05514768051937152,0.04413730562941586,0.06784027480879978,0.0,21.030450545559326,0.3701343021927102,0.7333333333333333,0.0
thermal_recovery,signed_fixed,60,0.9166666666666666,0.06993515515051016,0.05352421078625725,0.13399817149368992,17.1,37.02547988225913,0.26307053298521105,0.0,0.0
thermal_recovery,symmetric_derating,60,0.45,0.12588327927091827,0.11952855280493495,0.25285515289732075,11.083333333333334,28.881955045454447,0.4600400633055045,1.9,0.0
